,Latitude,Longitude,Time
0,4424139.4851281075,442696.9553678462,6.285277777777778
1,4424134.9799679015,442705.6331561717,6.286666666666667
2,4424135.380896605,442711.3585479299,6.288055555555555
3,4424169.00407577,442712.5509026649,6.289444444444444
4,4424196.423326494,442712.1592524796,6.2908333333333335
5,4424192.302532857,442714.0072370037,6.292222222222223
6,4424179.7143199565,442720.061953301,6.293611111111111
7,4424174.357216719,442723.95044609084,6.295
8,4424171.000520306,442727.51235152816,6.296388888888889
9,4424163.737956339,442733.8633689114,6.297777777777778
10,4424155.474553864,442740.46310046874,6.299166666666666
11,4424149.532980082,442748.2760149837,6.3005555555555555
12,4424142.414157795,442750.27231634554,6.301944444444445
13,4424125.451163962,442747.6679802137,6.303333333333334
14,4424109.628250609,442741.05798496027,6.304722222222222
15,4424098.91477634,442733.9739185545,6.306111111111111
16,4424086.159811958,442732.68230576254,6.3075
17,4424069.72288762,442733.92528911016,6.308888888888889
18,4424062.40326714,442733.10157999233,6.310277777777777
19,4424051.4447035175,442729.09036064777,6.3116666666666665
20,4424033.929332466,442726.14015944005,6.313055555555556
21,4424015.958441124,442724.7238996032,6.314444444444445
22,4423999.207808009,442723.402218948,6.315833333333333
23,4423984.665434616,442723.63452190266,6.317222222222222
24,4423972.897833405,442723.8876885138,6.318611111111111
25,4423965.702048526,442721.3566827433,6.32
26,4423966.457152175,442724.2663168815,6.3213888888888885
27,4423960.909534917,442723.9683759787,6.322777777777778
28,4423946.141970137,442724.62604358303,6.324166666666667
29,4423924.06441928,442723.178893454,6.325555555555556
30,4423909.077442028,442723.4932704016,6.326944444444444
31,4423898.746944436,442724.52594815526,6.328333333333333
32,4423891.306062087,442725.067885366,6.329722222222222
33,4423879.548736291,442723.95455483807,6.331111111111111
34,4423869.228512929,442723.6207302151,6.3325
35,4423855.132032258,442723.60016104346,6.333888888888889
36,4423809.578366345,442714.80186674494,6.335277777777778
37,4423808.548740626,442704.11759168253,6.336666666666667
38,4423818.000948043,442701.7971382676,6.338055555555556
39,4423827.748230394,442704.5182212624,6.339444444444444
40,4423837.108592235,442714.4109910894,6.340833333333333
41,4423841.369808666,442723.411281695,6.342222222222222
42,4423846.845514978,442733.27480969013,6.3436111111111115
43,4423852.640727042,442744.93437153456,6.345
44,4423875.513788574,442758.68670141103,6.346388888888889
45,4423886.990745722,442767.57030668407,6.347777777777778
46,4423884.086376877,442770.02541812294,6.349166666666667
47,4423877.988937371,442769.0400867639,6.350555555555555
48,4423873.324755058,442769.3466940201,6.351944444444444
49,4423872.327762167,442769.08296974504,6.3533333333333335
50,4423871.320503742,442770.1857529765,6.354722222222223
51,4423867.027149257,442765.45586308744,6.356111111111111
52,4423860.295849092,442760.1951806375,6.3575
53,4423846.2680363925,442751.0361298587,6.358888888888889
54,4423828.246489811,442741.59079363075,6.360277777777778
55,4423818.096959023,442733.3149454874,6.361666666666666
56,4423811.156540474,442726.3443847582,6.3630555555555555
57,4423806.072150502,442723.4875560341,6.364444444444445
58,4423799.640460487,442722.6704905456,6.365833333333334
59,4423794.445081066,442719.8128207321,6.367222222222222
60,4423794.255849973,442715.4553644604,6.368611111111111
61,4423793.747778391,442709.21643685707,6.37
62,4423789.1073581595,442706.362929114,6.371388888888889
63,4423782.129065781,442704.43137369317,6.372777777777777
64,4423777.787576852,442706.106975426,6.3741666666666665
65,4423776.77324446,442708.149250203,6.375555555555556
66,4423777.556603123,442707.3010149976,6.376944444444445
67,4423776.45825595,442705.75532797794,6.378333333333333
68,4423774.876766185,442709.4161781795,6.379722222222222
69,4423771.051700029,442716.2204287473,6.381111111111111
70,4423770.36841644,442718.5214337646,6.3825
71,4423776.484471592,442717.0299913662,6.3838888888888885
72,4423786.916968506,442717.1938449089,6.385277777777778
73,4423794.339227406,442719.1287254977,6.386666666666667
74,4423799.219613787,442719.5924813754,6.388055555555556
75,4423794.452786865,442718.78792963736,6.389444444444444
76,4423789.129721512,442718.1500196747,6.390833333333333
77,4423783.245922562,442718.276605747,6.392222222222222
78,4423779.08532339,442725.41998084896,6.393611111111111
79,4423780.361998185,442732.77506005025,6.395
80,4423784.421154118,442739.1260991141,6.396388888888889
81,4423786.606308306,442743.75479783525,6.397777777777778
82,4423786.902695522,442748.6255375916,6.399166666666667
83,4423788.795316239,442747.8710479616,6.400555555555556
84,4423796.619234102,442740.66979090194,6.401944444444444
85,4423803.201716478,442736.1924111574,6.403333333333333
86,4423811.323949426,442733.60568260384,6.404722222222222
87,4423825.699551836,442726.02665553184,6.4061111111111115
88,4423850.159276118,442720.65877372614,6.410277777777778
89,4423901.51850546,442724.97384144034,6.418611111111111
90,4423914.352449199,442715.76052205166,6.42
91,4423921.42772599,442704.7957051112,6.421388888888889
92,4423938.028826393,442711.240960027,6.422777777777778
93,4423954.587018738,442708.63233863644,6.424166666666666
94,4423961.9432472605,442704.58795452217,6.4255555555555555
95,4423966.681951044,442694.37433490186,6.426944444444445
96,4423968.523339926,442685.67631782783,6.428333333333334
97,4423968.4476906285,442680.9781723096,6.429722222222222
98,4423971.821758605,442675.11023855786,6.431111111111111
99,4423966.909241066,442678.91674492153,6.4325
100,4423955.501426564,442690.36134272115,6.433888888888889
101,4423953.232782371,442696.83548526256,6.435277777777777
102,4423946.325652311,442700.19995892234,6.4366666666666665
103,4423938.919457058,442696.1299452093,6.438055555555556
104,4423934.275186444,442693.7889176445,6.439444444444445
105,4423934.06476901,442692.2499392975,6.440833333333333
106,4423937.627398943,442690.82475533657,6.442222222222222
107,4423944.502408053,442691.7305816766,6.443611111111111
108,4423955.517489205,442688.226197991,6.445
109,4423962.066593228,442688.19005713955,6.4463888888888885
110,4423962.993073072,442683.0723947769,6.447777777777778
111,4423975.766662456,442681.8873449913,6.449166666666667
112,4423979.869469355,442682.4306766183,6.450555555555556
113,4423990.389827713,442685.6700098205,6.451944444444444
114,4424000.085707847,442695.2234808094,6.453333333333333
115,4424018.346525961,442702.36445755954,6.454722222222222
116,4424020.744646651,442708.19036712695,6.456111111111111
117,4424013.703408943,442714.62856973574,6.4575
118,4424007.463515639,442717.8272283174,6.458888888888889
119,4424002.029457913,442717.18849707674,6.460277777777778
120,4423995.722886448,442714.49336021405,6.461666666666667
121,4423991.3057299005,442711.47078673606,6.463055555555556
122,4423992.037833167,442702.6790408201,6.464444444444444
123,4423991.450262945,442692.2545749835,6.465833333333333
124,4423991.6396431215,442681.83595297893,6.467222222222222
125,4424006.567045024,442674.68841296394,6.4686111111111115
126,4424021.149912141,442669.07568664494,6.47
127,4424036.3363817,442671.75226861204,6.471388888888889
128,4424035.8763506515,442673.88404982886,6.472777777777778
129,4424034.651594785,442674.3872917481,6.474166666666667
130,4424033.223495208,442672.41212073213,6.475555555555555
131,4424031.795396138,442670.43694897107,6.476944444444444
132,4424033.571893047,442670.3649084873,6.4783333333333335
133,4424037.140955416,442668.0857057351,6.479722222222223
134,4424035.674292668,442671.23482770374,6.481111111111111
135,4424032.751896262,442676.0811915081,6.4825
136,4424033.319704149,442674.37726910954,6.483888888888889
137,4424033.4750423925,442668.48516502103,6.485277777777778
138,4424032.277924985,442665.3159941974,6.486666666666666
139,4424028.8397786515,442664.94847842964,6.4880555555555555
140,4424027.605380584,442666.73279417306,6.489444444444445
141,4424028.787073299,442671.9516859604,6.490833333333334
142,4424031.876822628,442674.3664112539,6.492222222222222
143,4424031.876822628,442674.3664112539,6.493055555555555
144,4424032.432419741,442674.28518242296,6.493611111111111
145,4424038.425284939,442674.4156892378,6.495
146,4424039.419704171,442675.02104017534,6.496388888888889
147,4424039.283649656,442678.3509941671,6.497777777777777
148,4424035.717160848,442680.2885814392,6.4991666666666665
149,4424078.537153395,442683.6000989567,6.500555555555556
150,4424098.939558468,442686.4012868227,6.501944444444445
151,4424105.286601897,442683.71595385385,6.503333333333333
152,4424109.495902501,442684.85794060346,6.504722222222222
153,4424126.333106764,442689.42587555427,6.506111111111111
154,4424158.905324299,442697.52849652135,6.5075
155,4424189.155092854,442704.5032795335,6.5088888888888885
156,4424194.038692983,442704.54001174256,6.510277777777778
157,4424923.789883724,442785.7788247544,6.511666666666667
158,4425062.304284159,442831.4826944556,6.513055555555556
159,4425121.541326134,442762.32840798976,6.514444444444444
160,4425121.766024328,442732.4409605813,6.515833333333333
161,4425116.762551037,442718.8251163933,6.517222222222222
162,4425112.180580473,442708.20134281984,6.518611111111111
163,4425109.671473541,442702.3754238984,6.52
164,4425109.464911632,442700.32432531874,6.521388888888889
165,4425108.807318074,442699.20920740365,6.522777777777778
166,4425107.927099991,442698.17781183793,6.524166666666667
167,4425107.927099991,442698.17781183793,6.525
168,4425107.152090148,442697.9157870872,6.525555555555556
169,4425105.4077190375,442693.7181725869,6.526944444444444
170,4425106.036579105,442683.90216642,6.528333333333333
171,4425106.279771025,442681.0858718779,6.529722222222222
172,4425107.069563433,442679.38386217307,6.5311111111111115
173,4425107.069563433,442679.38386217307,6.531944444444444
174,4425107.958777503,442679.2197599095,6.5325
175,4425104.278075376,442681.58319197275,6.533888888888889
176,4425103.819971258,442683.4584944892,6.535277777777778
177,4425102.144821996,442684.812250814,6.536666666666667
178,4425102.469440259,442685.92486495804,6.538055555555555
179,4425095.258972975,442744.3681173234,6.539444444444444
180,4425076.349626397,442853.10843195586,6.5408333333333335
181,4425123.127437338,442935.52643444843,6.542222222222223
182,4425173.076726008,442994.7391884829,6.543611111111111
183,4425213.626713726,443049.26946697367,6.545
184,4425241.711723174,443078.59957640484,6.546388888888889
185,4425254.67082061,443097.1419689263,6.547777777777778
186,4425300.679301275,443164.0087994844,6.549166666666666
187,4425336.3844513055,443213.4628182101,6.5505555555555555
188,4425364.639245667,443249.880867686,6.551944444444445
189,4425397.215552186,443272.4115625156,6.553333333333334
190,4425421.4717676565,443309.2263010782,6.554722222222222
191,4425446.419095515,443327.77168798016,6.556111111111111
192,4425465.627333529,443341.919184846,6.5575
