Latitude,Longitude,Time
4356975.245207826,346564.02670560905,0.8525
4311891.844228918,353677.1249766733,2.1269444444444443
4307785.752907728,355117.162982645,23.03638888888889
4311891.844228918,353677.1249766733,22.519444444444446
4325016.448711882,359933.4362006583,20.960833333333333
4325016.448711882,359933.4362006583,20.90972222222222
4323798.316939328,362320.246654049,20.41777777777778
4323798.316939328,362320.246654049,20.316388888888888
4323798.316939328,362320.246654049,20.13222222222222
4323798.316939328,362320.246654049,19.665555555555557
4323798.316939328,362320.246654049,16.721944444444443
4323798.316939328,362320.246654049,15.8275
4311891.844228918,353677.1249766733,3.0141666666666667
4328181.596755765,376875.97099401016,23.206944444444446
4328181.596755765,376875.97099401016,23.138333333333332
4328181.596755765,376875.97099401016,23.056944444444444
4328181.596755765,376875.97099401016,13.923333333333334
4328181.596755765,376875.97099401016,13.7375
4311891.844228918,353677.1249766733,15.40611111111111
4311891.844228918,353677.1249766733,2.1044444444444443
4313368.499125277,351412.86028009554,2.089722222222222
4310346.412071983,349076.5361111682,1.1522222222222223
4310346.412071983,349076.5361111682,1.0058333333333334
4310346.412071983,349076.5361111682,0.8733333333333333
4310346.412071983,349076.5361111682,0.7386111111111111
4311891.844228918,353677.1249766733,14.781944444444445
4311891.844228918,353677.1249766733,0.9455555555555556
4324350.058502833,361227.53106484417,23.828333333333333
4323798.316939328,362320.246654049,22.107222222222223
4323798.316939328,362320.246654049,20.25861111111111
4323798.316939328,362320.246654049,19.970833333333335
4323798.316939328,362320.246654049,19.714166666666667
4311891.844228918,353677.1249766733,19.37527777777778
4311891.844228918,353677.1249766733,19.331666666666667
4309939.39418541,353819.68547441746,18.753888888888888
4309939.39418541,353819.68547441746,17.968333333333334
4310012.136061756,353824.326388927,17.774166666666666
4308279.282184699,350539.3171547217,15.134166666666667
4311891.844228918,353677.1249766733,19.14361111111111
4311891.844228918,353677.1249766733,4.693888888888889
4323798.316939328,362320.246654049,18.663888888888888
4323798.316939328,362320.246654049,18.554166666666667
4317331.909074837,355899.46399173094,16.39527777777778
4323798.316939328,362320.246654049,15.66611111111111
4311891.844228918,353677.1249766733,12.816944444444445
4311891.844228918,353677.1249766733,12.531944444444445
4311891.844228918,353677.1249766733,22.44388888888889
4323866.268059276,362389.47241263645,14.764166666666666
4323866.268059276,362389.47241263645,13.155277777777778
4311891.844228918,353677.1249766733,4.455
4315029.450412507,351349.23182068346,3.4205555555555556
4315029.450412507,351349.23182068346,3.4097222222222223
4311891.844228918,353677.1249766733,1.5841666666666667
4311891.844228918,353677.1249766733,1.57
4308851.133276137,350551.6887785302,0.004722222222222222
4311891.844228918,353677.1249766733,22.39027777777778
4311891.844228918,353677.1249766733,16.870277777777776
4311891.844228918,353677.1249766733,22.350555555555555
4311891.844228918,353677.1249766733,22.185555555555556
4311891.844228918,353677.1249766733,22.128055555555555
4311891.844228918,353677.1249766733,21.899444444444445
4311891.844228918,353677.1249766733,19.74861111111111
4311891.844228918,353677.1249766733,23.901666666666667
4356975.245207826,346564.02670560905,13.557777777777778
4356975.245207826,346564.02670560905,13.528055555555556
4351235.804653565,352023.5491919191,13.18388888888889
4311891.844228918,353677.1249766733,5.479444444444445
4328119.641927831,363519.79928169225,4.3075
4328119.641927831,363519.79928169225,1.5544444444444445
4328119.641927831,363519.79928169225,0.7508333333333334
4328119.641927831,363519.79928169225,0.2752777777777778
4311891.844228918,353677.1249766733,21.619722222222222
4311891.844228918,353677.1249766733,20.64388888888889
4311891.844228918,353677.1249766733,18.608333333333334
4311891.844228918,353677.1249766733,18.575277777777778
4323793.648597098,362326.9167387205,17.988611111111112
4323793.648597098,362326.9167387205,17.946666666666665
4323754.456978661,362346.14009914285,17.335277777777776
4323754.456978661,362346.14009914285,16.94361111111111
4323754.456978661,362346.14009914285,16.868055555555557
4323754.456978661,362346.14009914285,16.861666666666668
4323873.288622025,362387.95057035174,14.963611111111112
4323873.288622025,362387.95057035174,14.60361111111111
4311891.844228918,353677.1249766733,4.156944444444444
4311891.844228918,353677.1249766733,2.6533333333333333
4311891.844228918,353677.1249766733,2.343888888888889
4316379.590441789,355172.6759005812,1.6741666666666666
4316379.590441789,355172.6759005812,1.6433333333333333
4316379.590441789,355172.6759005812,1.6011111111111112
4316379.590441789,355172.6759005812,1.2272222222222222
4316379.590441789,355172.6759005812,1.1397222222222223
4316379.590441789,355172.6759005812,0.8041666666666667
4316379.590441789,355172.6759005812,0.6736111111111112
4316379.590441789,355172.6759005812,0.6122222222222222
4316379.590441789,355172.6759005812,23.947222222222223
4316379.590441789,355172.6759005812,23.94
4316379.590441789,355172.6759005812,23.93611111111111
4311891.844228918,353677.1249766733,19.89388888888889
4311891.844228918,353677.1249766733,18.329444444444444
4311891.844228918,353677.1249766733,17.423055555555557
4311891.844228918,353677.1249766733,15.998055555555556
4323873.288622025,362387.95057035174,14.313055555555556
4311891.844228918,353677.1249766733,1.5241666666666667
4312878.765386215,353930.6810853324,20.573888888888888
4312878.765386215,353930.6810853324,20.429444444444446
4311891.844228918,353677.1249766733,16.9325
4311891.844228918,353677.1249766733,16.503888888888888
4311891.844228918,353677.1249766733,14.481388888888889
4310066.8342180215,353922.20204167155,13.306944444444444
4310066.8342180215,353922.20204167155,13.24611111111111
4311891.844228918,353677.1249766733,15.810277777777777
4311891.844228918,353677.1249766733,20.372222222222224
4311891.844228918,353677.1249766733,20.2125
4308851.133276137,350551.6887785302,0.20444444444444446
4312856.2194923675,351090.53000488086,22.38277777777778
4311891.844228918,353677.1249766733,23.942222222222224
4311891.844228918,353677.1249766733,22.16888888888889
4328181.596755765,376875.97099401016,19.394444444444446
4328181.596755765,376875.97099401016,19.2175
4328181.596755765,376875.97099401016,18.535555555555554
4325328.05559012,361968.47607068205,17.636388888888888
4323859.356964304,362391.0827333762,14.336388888888889
4311891.844228918,353677.1249766733,13.624722222222223
4311891.844228918,353677.1249766733,4.739722222222222
4311891.844228918,353677.1249766733,4.571944444444444
4311891.844228918,353677.1249766733,4.415277777777778
4311891.844228918,353677.1249766733,3.8697222222222223
4311891.844228918,353677.1249766733,3.5166666666666666
4311891.844228918,353677.1249766733,3.391388888888889
4309009.690315021,355500.46688357205,2.174166666666667
4309009.690315021,355500.46688357205,2.1330555555555555
4309009.690315021,355500.46688357205,2.0413888888888887
4309009.690315021,355500.46688357205,1.9916666666666667
4311891.844228918,353677.1249766733,1.1347222222222222
4311891.844228918,353677.1249766733,23.871111111111112
4310468.282022865,353083.5578809744,23.549722222222222
4310468.282022865,353083.5578809744,23.49861111111111
4308851.133276137,350551.6887785302,23.043055555555554
4308851.133276137,350551.6887785302,23.01861111111111
4311891.844228918,353677.1249766733,22.965
4311891.844228918,353677.1249766733,22.11888888888889
4311891.844228918,353677.1249766733,21.279722222222222
4311891.844228918,353677.1249766733,20.093055555555555
4325328.05559012,361968.47607068205,18.570555555555554
4325328.05559012,361968.47607068205,18.433333333333334
4325328.05559012,361968.47607068205,18.405277777777776
4325328.05559012,361968.47607068205,18.366944444444446
4323859.356964304,362391.0827333762,15.647222222222222
4311891.844228918,353677.1249766733,2.9808333333333334
4327957.2225147635,377552.5646248674,0.5025
4327957.2225147635,377552.5646248674,0.16777777777777778
4327957.2225147635,377552.5646248674,0.10722222222222222
4313355.494256964,351880.3591661584,20.020555555555557
4313355.494256964,351880.3591661584,19.953333333333333
4327045.539329953,363157.8107509067,19.935555555555556
4327045.539329953,363157.8107509067,16.143333333333334
4327045.539329953,363157.8107509067,15.883055555555556
4327045.539329953,363157.8107509067,15.717777777777778
4311891.844228918,353677.1249766733,12.518333333333333
4311891.844228918,353677.1249766733,4.697777777777778
4311891.844228918,353677.1249766733,3.403611111111111
4310015.22227637,352463.50323266233,1.5677777777777777
4310015.22227637,352463.50323266233,1.2741666666666667
4310015.22227637,352463.50323266233,1.195
4311891.844228918,353677.1249766733,0.7563888888888889
4311891.844228918,353677.1249766733,23.827222222222222
4311891.844228918,353677.1249766733,21.04222222222222
4311891.844228918,353677.1249766733,20.668055555555554
4311891.844228918,353677.1249766733,5.520555555555555
4311891.844228918,353677.1249766733,2.830277777777778
