Latitude,Longitude,Time
37.783171,-122.392901,04:16:05
37.783171,-122.392901,04:16:05
37.783171,-122.392901,06:57:49
37.783171,-122.392901,04:03:53
37.783171,-122.392901,04:14:56
37.783171,-122.392901,18:22:05
37.783171,-122.392901,18:07:39
37.783171,-122.392901,18:05:38
37.783171,-122.392901,21:34:07
37.783171,-122.392901,21:13:00
37.783171,-122.392901,22:47:49
37.783171,-122.392901,22:47:19
37.783171,-122.392901,16:10:30
37.783171,-122.392901,00:54:35
37.783171,-122.392901,17:55:34
37.783171,-122.392901,15:26:00
37.783171,-122.392901,15:04:16
37.783171,-122.392901,16:04:05
37.783171,-122.392901,16:04:01
37.783171,-122.392901,16:03:58
37.783171,-122.392901,15:39:49
37.783171,-122.392901,14:08:40
37.783171,-122.392901,17:51:27
37.783171,-122.392901,17:49:49
37.783171,-122.392901,01:38:42
37.783171,-122.392901,19:23:25
37.783171,-122.392901,23:39:39
37.783171,-122.392901,15:39:10
37.783171,-122.392901,18:53:46
37.783171,-122.392901,01:32:52
37.783171,-122.392901,01:27:17
37.783171,-122.392901,01:22:45
37.783171,-122.392901,18:00:04
37.783171,-122.392901,02:15:38
37.783171,-122.392901,01:44:08
37.783171,-122.392901,22:28:04
37.783171,-122.392901,21:33:33
37.783171,-122.392901,17:06:44
37.783171,-122.392901,17:52:25
37.783171,-122.392901,17:18:54
37.783171,-122.392901,18:51:33
37.783171,-122.392901,17:38:14
37.783171,-122.392901,17:00:49
37.783171,-122.392901,17:59:34
37.783171,-122.392901,17:23:46
37.783171,-122.392901,02:15:42
37.783171,-122.392901,20:53:16
37.783171,-122.392901,20:38:44
37.783171,-122.392901,16:08:35
37.783171,-122.392901,02:04:19
37.783171,-122.392901,22:42:24
37.783171,-122.392901,22:41:37
37.783171,-122.392901,17:36:48
37.783171,-122.392901,19:04:01
37.783171,-122.392901,02:34:41
37.783171,-122.392901,00:29:53
37.783171,-122.392901,23:28:16
37.783171,-122.392901,04:38:50
37.783171,-122.392901,23:20:16
37.783171,-122.392901,23:04:49
37.783171,-122.392901,02:29:06
37.783171,-122.392901,08:57:12
37.783171,-122.392901,04:43:57
37.783171,-122.392901,03:35:21
37.783171,-122.392901,19:06:08
37.783171,-122.392901,18:03:02
37.783171,-122.392901,17:31:24
37.783171,-122.392901,11:03:32
37.783171,-122.392901,22:21:31
